orderlineid,zipcode,PRODUCTGROUPNAME,state,Ventes_par_département
1011006,19956,BOOK,DE,58406.32999999971
1011358,19805,OCCASION,DE,58406.32999999971
1011667,19711,OTHER,DE,58406.32999999971
1000359,19806,BOOK,DE,58406.32999999971
1000409,19707,OCCASION,DE,58406.32999999971
1000410,19707,OCCASION,DE,58406.32999999971
1000429,19707,ARTWORK,DE,58406.32999999971
1000445,19707,OCCASION,DE,58406.32999999971
1001146,19807,BOOK,DE,58406.32999999971
1001706,19711,ARTWORK,DE,58406.32999999971
1002029,19702,ARTWORK,DE,58406.32999999971
1002596,19711,OCCASION,DE,58406.32999999971
1011965,19803,BOOK,DE,58406.32999999971
1012033,19804,BOOK,DE,58406.32999999971
1012238,19806,OCCASION,DE,58406.32999999971
1012892,19803,ARTWORK,DE,58406.32999999971
1012893,19803,ARTWORK,DE,58406.32999999971
1012894,19803,ARTWORK,DE,58406.32999999971
1002783,19803,BOOK,DE,58406.32999999971
1005423,19807,ARTWORK,DE,58406.32999999971
1005455,19803,ARTWORK,DE,58406.32999999971
1006203,19807,BOOK,DE,58406.32999999971
1006374,19803,ARTWORK,DE,58406.32999999971
1006758,19934,OCCASION,DE,58406.32999999971
1006947,19806,ARTWORK,DE,58406.32999999971
1006948,19806,ARTWORK,DE,58406.32999999971
1013344,19702,BOOK,DE,58406.32999999971
1013745,19711,OCCASION,DE,58406.32999999971
1014404,19807,BOOK,DE,58406.32999999971
1008052,19713,OCCASION,DE,58406.32999999971
1008842,19807,ARTWORK,DE,58406.32999999971
1008843,19807,ARTWORK,DE,58406.32999999971
1008844,19807,ARTWORK,DE,58406.32999999971
1008878,19807,ARTWORK,DE,58406.32999999971
1009056,19810,BOOK,DE,58406.32999999971
1009085,19711,BOOK,DE,58406.32999999971
1009875,19801,BOOK,DE,58406.32999999971
1009876,19801,BOOK,DE,58406.32999999971
1009877,19801,OTHER,DE,58406.32999999971
1009911,19801,BOOK,DE,58406.32999999971
1010505,19807,ARTWORK,DE,58406.32999999971
1010506,19807,ARTWORK,DE,58406.32999999971
1014847,19702,ARTWORK,DE,58406.32999999971
1014848,19702,BOOK,DE,58406.32999999971
1015305,19806,ARTWORK,DE,58406.32999999971
1015404,19807,OCCASION,DE,58406.32999999971
1015887,19806,BOOK,DE,58406.32999999971
1016562,19806,ARTWORK,DE,58406.32999999971
1018932,19810,ARTWORK,DE,58406.32999999971
1019422,19703,ARTWORK,DE,58406.32999999971
1019532,19720,ARTWORK,DE,58406.32999999971
1020047,19711,BOOK,DE,58406.32999999971
1021966,19810,BOOK,DE,58406.32999999971
