orderlineid,zipcode,PRODUCTGROUPNAME,state,Ventes_par_département
1010810,37922,ARTWORK,TN,113087.51999999944
1011109,37932,BOOK,TN,113087.51999999944
1011121,37203,ARTWORK,TN,113087.51999999944
1011817,38103,BOOK,TN,113087.51999999944
1011829,38103,BOOK,TN,113087.51999999944
1000040,37716,BOOK,TN,113087.51999999944
1000639,37215,ARTWORK,TN,113087.51999999944
1001182,37215,ARTWORK,TN,113087.51999999944
1001535,37221,ARTWORK,TN,113087.51999999944
1001588,38103,ARTWORK,TN,113087.51999999944
1001666,37421,ARTWORK,TN,113087.51999999944
1001768,38501,ARTWORK,TN,113087.51999999944
1001769,38501,BOOK,TN,113087.51999999944
1001770,38501,ARTWORK,TN,113087.51999999944
1001773,38502,BOOK,TN,113087.51999999944
1001774,38502,ARTWORK,TN,113087.51999999944
1001877,38018,ARTWORK,TN,113087.51999999944
1002462,37830,ARTWORK,TN,113087.51999999944
1002500,37383,ARTWORK,TN,113087.51999999944
1012103,37220,ARTWORK,TN,113087.51999999944
1012682,37205,ARTWORK,TN,113087.51999999944
1003356,37220,ARTWORK,TN,113087.51999999944
1003357,37220,ARTWORK,TN,113087.51999999944
1003419,38103,OCCASION,TN,113087.51999999944
1003553,38501,OTHER,TN,113087.51999999944
1004554,37043,ARTWORK,TN,113087.51999999944
1004825,37203,ARTWORK,TN,113087.51999999944
1004891,37216,ARTWORK,TN,113087.51999999944
1004986,38103,OCCASION,TN,113087.51999999944
1005303,37416,OCCASION,TN,113087.51999999944
1005537,38117,ARTWORK,TN,113087.51999999944
1005659,37115,BOOK,TN,113087.51999999944
1005660,37115,BOOK,TN,113087.51999999944
1005835,37215,ARTWORK,TN,113087.51999999944
1006147,37027,ARTWORK,TN,113087.51999999944
1006148,37027,ARTWORK,TN,113087.51999999944
1006149,37027,ARTWORK,TN,113087.51999999944
1006150,37027,ARTWORK,TN,113087.51999999944
1006394,37221,ARTWORK,TN,113087.51999999944
1006395,37221,ARTWORK,TN,113087.51999999944
1006396,37221,ARTWORK,TN,113087.51999999944
1006695,37235,OCCASION,TN,113087.51999999944
1006769,37912,ARTWORK,TN,113087.51999999944
1007026,38104,OCCASION,TN,113087.51999999944
1007233,37205,OCCASION,TN,113087.51999999944
1007481,37215,BOOK,TN,113087.51999999944
1007482,37215,BOOK,TN,113087.51999999944
1007761,37075,OCCASION,TN,113087.51999999944
1007819,37221,ARTWORK,TN,113087.51999999944
1007820,37221,BOOK,TN,113087.51999999944
1007821,37221,BOOK,TN,113087.51999999944
1013312,37205,BOOK,TN,113087.51999999944
1013347,38119,BOOK,TN,113087.51999999944
1013356,37919,ARTWORK,TN,113087.51999999944
1013489,37221,ARTWORK,TN,113087.51999999944
1013490,37221,ARTWORK,TN,113087.51999999944
1014041,37377,OCCASION,TN,113087.51999999944
1014083,37215,ARTWORK,TN,113087.51999999944
1014084,37215,ARTWORK,TN,113087.51999999944
1008664,37415,ARTWORK,TN,113087.51999999944
1008764,37215,OCCASION,TN,113087.51999999944
1008768,38117,BOOK,TN,113087.51999999944
1008804,38101,ARTWORK,TN,113087.51999999944
1008817,37211,BOOK,TN,113087.51999999944
1008847,38117,OCCASION,TN,113087.51999999944
1009439,37350,BOOK,TN,113087.51999999944
1009497,38111,OCCASION,TN,113087.51999999944
1009668,38119,OCCASION,TN,113087.51999999944
1009692,37920,BOOK,TN,113087.51999999944
1009693,37920,BOOK,TN,113087.51999999944
1009747,38501,OCCASION,TN,113087.51999999944
1009801,38139,ARTWORK,TN,113087.51999999944
1009835,38139,ARTWORK,TN,113087.51999999944
1010199,37405,FREEBIE,TN,113087.51999999944
1010308,37205,ARTWORK,TN,113087.51999999944
1015022,38117,BOOK,TN,113087.51999999944
1015088,37920,BOOK,TN,113087.51999999944
1015089,37920,ARTWORK,TN,113087.51999999944
1015090,37920,BOOK,TN,113087.51999999944
1015091,37920,ARTWORK,TN,113087.51999999944
1015315,37220,ARTWORK,TN,113087.51999999944
1015686,37914,BOOK,TN,113087.51999999944
1015874,37919,ARTWORK,TN,113087.51999999944
1015875,37919,ARTWORK,TN,113087.51999999944
1015876,37919,ARTWORK,TN,113087.51999999944
1016083,37315,BOOK,TN,113087.51999999944
1016715,38574,OCCASION,TN,113087.51999999944
1017357,37027,ARTWORK,TN,113087.51999999944
1017515,37205,OCCASION,TN,113087.51999999944
1017635,38104,ARTWORK,TN,113087.51999999944
1018162,37013,ARTWORK,TN,113087.51999999944
1018476,37830,BOOK,TN,113087.51999999944
1018987,38119,OCCASION,TN,113087.51999999944
1020615,37205,ARTWORK,TN,113087.51999999944
1020661,37027,ARTWORK,TN,113087.51999999944
1021178,37923,OCCASION,TN,113087.51999999944
1021283,37205,CALENDAR,TN,113087.51999999944
1021786,37919,OCCASION,TN,113087.51999999944
1022253,37072,BOOK,TN,113087.51999999944
1022377,37205,BOOK,TN,113087.51999999944
1022378,37205,OTHER,TN,113087.51999999944
1022379,37205,BOOK,TN,113087.51999999944
1022697,38120,BOOK,TN,113087.51999999944
1024525,38107,ARTWORK,TN,113087.51999999944
1025049,37814,BOOK,TN,113087.51999999944
1026087,37069,BOOK,TN,113087.51999999944
1026505,37215,BOOK,TN,113087.51999999944
1026606,37205,BOOK,TN,113087.51999999944
1026711,37075,BOOK,TN,113087.51999999944
1027135,38139,BOOK,TN,113087.51999999944
1027136,38139,ARTWORK,TN,113087.51999999944
1027629,37205,BOOK,TN,113087.51999999944
1028617,37205,BOOK,TN,113087.51999999944
1028869,37027,ARTWORK,TN,113087.51999999944
1029381,37205,BOOK,TN,113087.51999999944
1029382,37205,BOOK,TN,113087.51999999944
1029383,37205,BOOK,TN,113087.51999999944
1029526,38119,OCCASION,TN,113087.51999999944
1030306,37215,ARTWORK,TN,113087.51999999944
1030307,37215,ARTWORK,TN,113087.51999999944
1030308,37215,OCCASION,TN,113087.51999999944
1030352,37901,ARTWORK,TN,113087.51999999944
1030564,37917,ARTWORK,TN,113087.51999999944
1030752,37403,ARTWORK,TN,113087.51999999944
1031200,37209,OCCASION,TN,113087.51999999944
1031225,37404,BOOK,TN,113087.51999999944
1031736,38119,BOOK,TN,113087.51999999944
1031737,38119,ARTWORK,TN,113087.51999999944
