orderlineid,zipcode,PRODUCTGROUPNAME,state,Ventes_par_département
1011824,00966,OTHER,PR,10832.679999999997
1000126,00986,ARTWORK,PR,10832.679999999997
1000633,00681,OCCASION,PR,10832.679999999997
1000669,00681,OCCASION,PR,10832.679999999997
1001240,00969,BOOK,PR,10832.679999999997
1002854,00919,APPAREL,PR,10832.679999999997
1013969,00979,ARTWORK,PR,10832.679999999997
1008901,00907,BOOK,PR,10832.679999999997
1008972,00936,BOOK,PR,10832.679999999997
1008973,00936,BOOK,PR,10832.679999999997
1008974,00936,BOOK,PR,10832.679999999997
1010019,00907,OCCASION,PR,10832.679999999997
1019219,00971,BOOK,PR,10832.679999999997
1019220,00971,BOOK,PR,10832.679999999997
1019221,00971,BOOK,PR,10832.679999999997
1021281,00966,BOOK,PR,10832.679999999997
1021282,00966,BOOK,PR,10832.679999999997
1022553,00969,ARTWORK,PR,10832.679999999997
1022554,00969,BOOK,PR,10832.679999999997
1028147,00917,BOOK,PR,10832.679999999997
1030006,00792,BOOK,PR,10832.679999999997
1030007,00792,BOOK,PR,10832.679999999997
1030417,00726,ARTWORK,PR,10832.679999999997
1031772,00927,BOOK,PR,10832.679999999997
1031773,00927,BOOK,PR,10832.679999999997
1031774,00927,BOOK,PR,10832.679999999997
1032533,00926,ARTWORK,PR,10832.679999999997
1033055,00936,BOOK,PR,10832.679999999997
1033529,00919,BOOK,PR,10832.679999999997
1036260,00936,BOOK,PR,10832.679999999997
1036295,00936,BOOK,PR,10832.679999999997
1037887,00907,BOOK,PR,10832.679999999997
1037888,00907,BOOK,PR,10832.679999999997
1040007,00698,BOOK,PR,10832.679999999997
1044963,00936,ARTWORK,PR,10832.679999999997
1048233,00907,BOOK,PR,10832.679999999997
1053726,00922,BOOK,PR,10832.679999999997
1053967,00926,ARTWORK,PR,10832.679999999997
1053968,00926,OCCASION,PR,10832.679999999997
1057729,00952,BOOK,PR,10832.679999999997
1057730,00952,BOOK,PR,10832.679999999997
1057731,00952,BOOK,PR,10832.679999999997
1057732,00952,BOOK,PR,10832.679999999997
1057733,00952,BOOK,PR,10832.679999999997
1057734,00952,BOOK,PR,10832.679999999997
1057735,00952,BOOK,PR,10832.679999999997
1071382,00907,BOOK,PR,10832.679999999997
1071383,00907,BOOK,PR,10832.679999999997
1071384,00907,BOOK,PR,10832.679999999997
1074029,00728,CALENDAR,PR,10832.679999999997
1074874,00968,BOOK,PR,10832.679999999997
1074916,00936,ARTWORK,PR,10832.679999999997
