orderlineid,zipcode,PRODUCTGROUPNAME,state,Ventes_par_département
1010659,80482,ARTWORK,CO,190475.7000000012
1010660,80482,OCCASION,CO,190475.7000000012
1010665,81401,OTHER,CO,190475.7000000012
1010693,80439,BOOK,CO,190475.7000000012
1011190,80306,ARTWORK,CO,190475.7000000012
1011218,80303,OCCASION,CO,190475.7000000012
1011247,80526,OCCASION,CO,190475.7000000012
1011263,80303,ARTWORK,CO,190475.7000000012
1011311,80220,OCCASION,CO,190475.7000000012
1011452,81301,BOOK,CO,190475.7000000012
1011680,80112,BOOK,CO,190475.7000000012
1000370,80401,BOOK,CO,190475.7000000012
1000421,80303,ARTWORK,CO,190475.7000000012
1000591,80026,BOOK,CO,190475.7000000012
1000828,80503,ARTWORK,CO,190475.7000000012
1001275,80210,ARTWORK,CO,190475.7000000012
1001306,80241,ARTWORK,CO,190475.7000000012
1001307,80241,BOOK,CO,190475.7000000012
1001662,80906,ARTWORK,CO,190475.7000000012
1001843,80123,ARTWORK,CO,190475.7000000012
1002218,80220,ARTWORK,CO,190475.7000000012
1002458,81301,ARTWORK,CO,190475.7000000012
1012268,80920,ARTWORK,CO,190475.7000000012
1012567,80203,ARTWORK,CO,190475.7000000012
1012790,80249,BOOK,CO,190475.7000000012
1013125,80231,ARTWORK,CO,190475.7000000012
1013126,80231,ARTWORK,CO,190475.7000000012
1013200,80206,BOOK,CO,190475.7000000012
1002739,80231,ARTWORK,CO,190475.7000000012
1002757,80401,ARTWORK,CO,190475.7000000012
1002855,80218,APPAREL,CO,190475.7000000012
1002943,80202,ARTWORK,CO,190475.7000000012
1003335,80246,BOOK,CO,190475.7000000012
1003336,80246,ARTWORK,CO,190475.7000000012
1003361,80218,CALENDAR,CO,190475.7000000012
1003501,80120,ARTWORK,CO,190475.7000000012
1003817,80501,ARTWORK,CO,190475.7000000012
1003980,80903,BOOK,CO,190475.7000000012
1004356,80211,ARTWORK,CO,190475.7000000012
1004517,80121,ARTWORK,CO,190475.7000000012
1004720,81647,ARTWORK,CO,190475.7000000012
1004838,80304,ARTWORK,CO,190475.7000000012
1005119,80433,BOOK,CO,190475.7000000012
1005509,80302,BOOK,CO,190475.7000000012
1005648,80020,ARTWORK,CO,190475.7000000012
1005857,80206,ARTWORK,CO,190475.7000000012
1005962,80218,ARTWORK,CO,190475.7000000012
1006449,80477,ARTWORK,CO,190475.7000000012
1006527,80202,BOOK,CO,190475.7000000012
1006854,80206,OCCASION,CO,190475.7000000012
1007182,80304,ARTWORK,CO,190475.7000000012
1007183,80304,OCCASION,CO,190475.7000000012
1007184,80304,ARTWORK,CO,190475.7000000012
1007187,80304,ARTWORK,CO,190475.7000000012
1007734,80210,ARTWORK,CO,190475.7000000012
1013305,80917,ARTWORK,CO,190475.7000000012
1013575,80212,ARTWORK,CO,190475.7000000012
1008775,81435,BOOK,CO,190475.7000000012
1008924,80212,ARTWORK,CO,190475.7000000012
1009198,80220,OCCASION,CO,190475.7000000012
