orderlineid,zipcode,PRODUCTGROUPNAME,state,Ventes_par_département
1010562,06443,ARTWORK,CT,1019539.1299999413
1010563,06475,OCCASION,CT,1019539.1299999413
1010575,06902,BOOK,CT,1019539.1299999413
1010590,06811,ARTWORK,CT,1019539.1299999413
1010637,06516,ARTWORK,CT,1019539.1299999413
1010638,06516,ARTWORK,CT,1019539.1299999413
1010654,06877,ARTWORK,CT,1019539.1299999413
1010655,06877,BOOK,CT,1019539.1299999413
1010656,06851,ARTWORK,CT,1019539.1299999413
1010657,06883,ARTWORK,CT,1019539.1299999413
1010658,06883,BOOK,CT,1019539.1299999413
1010711,06811,BOOK,CT,1019539.1299999413
1010721,06796,ARTWORK,CT,1019539.1299999413
1010763,06897,ARTWORK,CT,1019539.1299999413
1010764,06897,BOOK,CT,1019539.1299999413
1010786,06405,ARTWORK,CT,1019539.1299999413
1010787,06405,ARTWORK,CT,1019539.1299999413
1010788,06405,ARTWORK,CT,1019539.1299999413
1010794,06878,ARTWORK,CT,1019539.1299999413
1010830,06811,BOOK,CT,1019539.1299999413
1010854,06831,ARTWORK,CT,1019539.1299999413
1010855,06831,ARTWORK,CT,1019539.1299999413
1010856,06831,ARTWORK,CT,1019539.1299999413
1010857,06831,ARTWORK,CT,1019539.1299999413
1010858,06831,ARTWORK,CT,1019539.1299999413
1010898,06907,CALENDAR,CT,1019539.1299999413
1010902,06831,ARTWORK,CT,1019539.1299999413
1010944,06095,ARTWORK,CT,1019539.1299999413
1010960,06901,ARTWORK,CT,1019539.1299999413
1010964,06339,ARTWORK,CT,1019539.1299999413
1010998,06877,ARTWORK,CT,1019539.1299999413
1011020,06880,ARTWORK,CT,1019539.1299999413
1011021,06880,BOOK,CT,1019539.1299999413
1011023,06405,ARTWORK,CT,1019539.1299999413
1011038,06870,BOOK,CT,1019539.1299999413
1011052,06052,BOOK,CT,1019539.1299999413
1011067,06853,BOOK,CT,1019539.1299999413
1011119,06001,ARTWORK,CT,1019539.1299999413
1011120,06511,ARTWORK,CT,1019539.1299999413
1011122,06794,OCCASION,CT,1019539.1299999413
1011123,06794,ARTWORK,CT,1019539.1299999413
1011145,06515,ARTWORK,CT,1019539.1299999413
1011146,06515,BOOK,CT,1019539.1299999413
1011169,06068,BOOK,CT,1019539.1299999413
1011170,06068,BOOK,CT,1019539.1299999413
1011214,06460,ARTWORK,CT,1019539.1299999413
1011215,06460,ARTWORK,CT,1019539.1299999413
1011275,06853,FREEBIE,CT,1019539.1299999413
