orderlineid,zipcode,PRODUCTGROUPNAME,state,Ventes_par_département
1010940,55406,BOOK,MN,185563.78000000102
1011356,55447,BOOK,MN,185563.78000000102
1011457,55112,BOOK,MN,185563.78000000102
1011572,55117,BOOK,MN,185563.78000000102
1011573,55108,BOOK,MN,185563.78000000102
1011712,55116,ARTWORK,MN,185563.78000000102
1000210,55440,BOOK,MN,185563.78000000102
1000413,55426,ARTWORK,MN,185563.78000000102
1000427,55409,ARTWORK,MN,185563.78000000102
1000428,55409,OCCASION,MN,185563.78000000102
1000488,55403,BOOK,MN,185563.78000000102
1000489,55403,BOOK,MN,185563.78000000102
1000562,55124,ARTWORK,MN,185563.78000000102
1001036,55104,BOOK,MN,185563.78000000102
1001331,55046,OCCASION,MN,185563.78000000102
1001796,55125,ARTWORK,MN,185563.78000000102
1001815,55005,ARTWORK,MN,185563.78000000102
1001818,55414,ARTWORK,MN,185563.78000000102
1002015,55455,BOOK,MN,185563.78000000102
1002274,55414,ARTWORK,MN,185563.78000000102
1012031,55410,BOOK,MN,185563.78000000102
1012252,55416,BOOK,MN,185563.78000000102
1012625,55403,CALENDAR,MN,185563.78000000102
1012628,55417,CALENDAR,MN,185563.78000000102
1002879,55405,ARTWORK,MN,185563.78000000102
1003094,55105,OCCASION,MN,185563.78000000102
1003188,55409,ARTWORK,MN,185563.78000000102
1003580,55104,ARTWORK,MN,185563.78000000102
1003589,55423,OCCASION,MN,185563.78000000102
1003590,55423,ARTWORK,MN,185563.78000000102
1003608,55391,ARTWORK,MN,185563.78000000102
1004024,55378,ARTWORK,MN,185563.78000000102
1004032,55345,ARTWORK,MN,185563.78000000102
1004070,55416,ARTWORK,MN,185563.78000000102
1004292,55102,BOOK,MN,185563.78000000102
1004293,55102,BOOK,MN,185563.78000000102
1004372,55437,ARTWORK,MN,185563.78000000102
1004462,55305,ARTWORK,MN,185563.78000000102
1004619,55410,ARTWORK,MN,185563.78000000102
1004703,55422,ARTWORK,MN,185563.78000000102
1004902,55118,ARTWORK,MN,185563.78000000102
1005073,55124,ARTWORK,MN,185563.78000000102
1005074,55124,ARTWORK,MN,185563.78000000102
1005096,55414,ARTWORK,MN,185563.78000000102
1005188,55409,BOOK,MN,185563.78000000102
1005189,55409,BOOK,MN,185563.78000000102
1005190,55409,OTHER,MN,185563.78000000102
1005191,55409,OTHER,MN,185563.78000000102
1005570,55414,BOOK,MN,185563.78000000102
1005571,55414,BOOK,MN,185563.78000000102
1005789,55416,BOOK,MN,185563.78000000102
1005790,55416,BOOK,MN,185563.78000000102
1005791,55416,BOOK,MN,185563.78000000102
1006227,55391,BOOK,MN,185563.78000000102
1006794,55438,BOOK,MN,185563.78000000102
1006952,55419,ARTWORK,MN,185563.78000000102
1006975,55404,ARTWORK,MN,185563.78000000102
1007120,55126,OCCASION,MN,185563.78000000102
1007282,55422,ARTWORK,MN,185563.78000000102
1007283,55422,ARTWORK,MN,185563.78000000102
1007284,55422,BOOK,MN,185563.78000000102
1007793,55343,ARTWORK,MN,185563.78000000102
1013231,55101,ARTWORK,MN,185563.78000000102
1013281,55416,BOOK,MN,185563.78000000102
1013290,55405,ARTWORK,MN,185563.78000000102
1013617,55391,BOOK,MN,185563.78000000102
1013703,55104,CALENDAR,MN,185563.78000000102
1014048,55410,CALENDAR,MN,185563.78000000102
1008216,55102,ARTWORK,MN,185563.78000000102
1008321,55402,ARTWORK,MN,185563.78000000102
1008322,55402,ARTWORK,MN,185563.78000000102
1008557,55405,OCCASION,MN,185563.78000000102
1008558,55405,OCCASION,MN,185563.78000000102
1008673,55401,OCCASION,MN,185563.78000000102
1008884,55403,BOOK,MN,185563.78000000102
1008891,55104,ARTWORK,MN,185563.78000000102
1009322,55405,OCCASION,MN,185563.78000000102
1009329,55401,ARTWORK,MN,185563.78000000102
1009369,55458,ARTWORK,MN,185563.78000000102
1009457,55401,ARTWORK,MN,185563.78000000102
1009711,55411,OCCASION,MN,185563.78000000102
1009726,55305,ARTWORK,MN,185563.78000000102
1009751,55422,OCCASION,MN,185563.78000000102
1009752,55422,OCCASION,MN,185563.78000000102
1009766,55305,BOOK,MN,185563.78000000102
1009767,55305,BOOK,MN,185563.78000000102
1009802,55305,BOOK,MN,185563.78000000102
1009840,55108,BOOK,MN,185563.78000000102
1010194,55391,BOOK,MN,185563.78000000102
1010219,55402,BOOK,MN,185563.78000000102
1010246,55410,OCCASION,MN,185563.78000000102
1010286,55424,OCCASION,MN,185563.78000000102
1010393,55403,BOOK,MN,185563.78000000102
1010394,55403,BOOK,MN,185563.78000000102
1010414,55438,BOOK,MN,185563.78000000102
1014860,55416,BOOK,MN,185563.78000000102
1014861,55416,BOOK,MN,185563.78000000102
1014877,55104,BOOK,MN,185563.78000000102
1015444,55436,BOOK,MN,185563.78000000102
1015445,55404,OTHER,MN,185563.78000000102
1015999,55104,OCCASION,MN,185563.78000000102
1016000,55104,ARTWORK,MN,185563.78000000102
1016149,55422,ARTWORK,MN,185563.78000000102
1016485,55127,OCCASION,MN,185563.78000000102
1016905,55105,ARTWORK,MN,185563.78000000102
1017000,55424,ARTWORK,MN,185563.78000000102
1017224,55026,ARTWORK,MN,185563.78000000102
1017374,55439,ARTWORK,MN,185563.78000000102
1017624,55105,BOOK,MN,185563.78000000102
1017625,55105,BOOK,MN,185563.78000000102
1017626,55105,BOOK,MN,185563.78000000102
1017627,55105,BOOK,MN,185563.78000000102
1017939,55409,ARTWORK,MN,185563.78000000102
1018114,55331,BOOK,MN,185563.78000000102
1018554,55126,CALENDAR,MN,185563.78000000102
1018555,55126,BOOK,MN,185563.78000000102
1018631,55127,ARTWORK,MN,185563.78000000102
1019091,55102,BOOK,MN,185563.78000000102
1019134,55026,ARTWORK,MN,185563.78000000102
1019340,55455,OCCASION,MN,185563.78000000102
1019555,55416,OCCASION,MN,185563.78000000102
1019661,55443,OTHER,MN,185563.78000000102
1020045,55406,ARTWORK,MN,185563.78000000102
1020119,55116,ARTWORK,MN,185563.78000000102
1020120,55116,ARTWORK,MN,185563.78000000102
1020227,55112,OCCASION,MN,185563.78000000102
1020605,55347,ARTWORK,MN,185563.78000000102
1020719,55073,BOOK,MN,185563.78000000102
1020855,55113,OTHER,MN,185563.78000000102
1020952,55408,ARTWORK,MN,185563.78000000102
1021209,55403,BOOK,MN,185563.78000000102
1021350,55428,ARTWORK,MN,185563.78000000102
1021625,55409,ARTWORK,MN,185563.78000000102
1021626,55409,ARTWORK,MN,185563.78000000102
1021627,55409,ARTWORK,MN,185563.78000000102
1021746,55902,OCCASION,MN,185563.78000000102
1022050,55343,BOOK,MN,185563.78000000102
1022172,55436,ARTWORK,MN,185563.78000000102
1022643,55403,BOOK,MN,185563.78000000102
1022877,55408,ARTWORK,MN,185563.78000000102
1022878,55408,OCCASION,MN,185563.78000000102
1022879,55408,OCCASION,MN,185563.78000000102
1022880,55408,OCCASION,MN,185563.78000000102
1022926,55987,ARTWORK,MN,185563.78000000102
1023335,55402,BOOK,MN,185563.78000000102
1023886,55904,ARTWORK,MN,185563.78000000102
1023924,55331,BOOK,MN,185563.78000000102
1024202,55110,BOOK,MN,185563.78000000102
1024647,55116,ARTWORK,MN,185563.78000000102
1025099,55408,ARTWORK,MN,185563.78000000102
