id_bano,numero_voie,nom_voie,code_postal,nom_commume,code_source_bano,latitude,longitude,code_departement,libelle_source
48017b2bbb-4,4,Lieu-Dit la Peyriere,48500,Banassac-Canilhac,CAD,44.44267,3.162048,48,Cadastre
48017b3bbb-2,2,Lieu-Dit Toutes Aures,48500,Banassac-Canilhac,CAD,44.417393,3.165965,48,Cadastre
48017b4bbb-10,10,Lieu-Dit Capjalat,48500,Banassac-Canilhac,CAD,44.438234,3.156037,48,Cadastre
48017b4bbb-2,2,Lieu-Dit Capjalat,48500,Banassac-Canilhac,CAD,44.440199,3.157035,48,Cadastre
48017b4bbb-3,3,Lieu-Dit Capjalat,48500,Banassac-Canilhac,CAD,44.43801,3.156472,48,Cadastre
48017b4bbb-6,6,Lieu-Dit Capjalat,48500,Banassac-Canilhac,CAD,44.438218,3.156289,48,Cadastre
48017b4bbb-8,8,Lieu-Dit Capjalat,48500,Banassac-Canilhac,CAD,44.438015,3.156245,48,Cadastre
48017b5bbb-1,1,Lieu-Dit le Brunet,48500,Banassac-Canilhac,CAD,44.443546,3.158718,48,Cadastre
48017b6bbb-17,17,Route départementale 809,48500,Banassac-Canilhac,CAD,44.436478,3.196492,48,Cadastre
48017b6bbb-2,2,Route départementale 809,48500,Banassac-Canilhac,CAD,44.438228,3.196939,48,Cadastre
48017b6bbb-27,27,Route départementale 809,48500,Banassac-Canilhac,CAD,44.435105,3.196186,48,Cadastre
48017b6bbb-29,29,Route départementale 809,48500,Banassac-Canilhac,CAD,44.434868,3.19581,48,Cadastre
48017b6bbb-31,31,Route départementale 809,48500,Banassac-Canilhac,CAD,44.434615,3.195831,48,Cadastre
48017b6bbb-33,33,Route départementale 809,48500,Banassac-Canilhac,CAD,44.434368,3.195703,48,Cadastre
48017b6bbb-4,4,Route départementale 809,48500,Banassac-Canilhac,CAD,44.437481,3.196634,48,Cadastre
48017b6bbb-6,6,Route départementale 809,48500,Banassac-Canilhac,CAD,44.437049,3.196395,48,Cadastre
48017b6bbb-65,65,Route départementale 809,48500,Banassac-Canilhac,CAD,44.431131,3.193673,48,Cadastre
48017b7bbb-1,1,Lieu-Dit la Cazette,48500,Banassac-Canilhac,CAD,44.449295,3.188834,48,Cadastre
48017b7bbb-11,11,Lieu-Dit la Cazette,48500,Banassac-Canilhac,CAD,44.451726,3.186392,48,Cadastre
48017b7bbb-17,17,Lieu-Dit la Cazette,48500,Banassac-Canilhac,CAD,44.452213,3.187091,48,Cadastre
48017b8bbb-1,1,Lieu-Dit la Ferriere,48500,Banassac-Canilhac,CAD,44.440762,3.152195,48,Cadastre
48017b8bbb-10,10,Lieu-Dit la Ferriere,48500,Banassac-Canilhac,CAD,44.440112,3.152581,48,Cadastre
48017b8bbb-11,11,Lieu-Dit la Ferriere,48500,Banassac-Canilhac,CAD,44.439327,3.153311,48,Cadastre
48017b8bbb-13,13,Lieu-Dit la Ferriere,48500,Banassac-Canilhac,CAD,44.439347,3.153228,48,Cadastre
48017b8bbb-15,15,Lieu-Dit la Ferriere,48500,Banassac-Canilhac,CAD,44.439462,3.1533,48,Cadastre
48017b8bbb-2,2,Lieu-Dit la Ferriere,48500,Banassac-Canilhac,CAD,44.441001,3.151882,48,Cadastre
48017b8bbb-21,21,Lieu-Dit la Ferriere,48500,Banassac-Canilhac,CAD,44.439505,3.153023,48,Cadastre
48017b8bbb-29,29,Lieu-Dit la Ferriere,48500,Banassac-Canilhac,CAD,44.437879,3.151027,48,Cadastre
48017b8bbb-4,4,Lieu-Dit la Ferriere,48500,Banassac-Canilhac,CAD,44.440554,3.151995,48,Cadastre
48017b8bbb-5,5,Lieu-Dit la Ferriere,48500,Banassac-Canilhac,CAD,44.440437,3.152557,48,Cadastre
48017b8bbb-9,9,Lieu-Dit la Ferriere,48500,Banassac-Canilhac,CAD,44.440154,3.153181,48,Cadastre
48017b9bbb-1,1,Lieu-Dit Roquaïzou,48500,Banassac-Canilhac,CAD,44.404523,3.173589,48,Cadastre
48017b9bbb-4,4,Lieu-Dit Roquaïzou,48500,Banassac-Canilhac,CAD,44.40419,3.17263,48,Cadastre
480180005W-1,1,Rue de Boutarottes,48000,Barjac,C+O,44.506023,3.413401,48,Cadastre GSM
480180005W-2,2,Rue de Boutarottes,48000,Barjac,C+O,44.505877,3.413386,48,Cadastre GSM
480180016H-1,1,Passage du Centre,48000,Barjac,C+O,44.504212,3.410634,48,Cadastre GSM
480180016H-2,2,Passage du Centre,48000,Barjac,C+O,44.504092,3.41061,48,Cadastre GSM
480180016H-3,3,Passage du Centre,48000,Barjac,C+O,44.504286,3.410854,48,Cadastre GSM
480180016H-4,4,Passage du Centre,48000,Barjac,C+O,44.504148,3.410819,48,Cadastre GSM
480180016H-5,5,Passage du Centre,48000,Barjac,C+O,44.504305,3.411047,48,Cadastre GSM
480180016H-6,6,Passage du Centre,48000,Barjac,C+O,44.504145,3.411091,48,Cadastre GSM
480180016H-7,7,Passage du Centre,48000,Barjac,C+O,44.504321,3.411226,48,Cadastre GSM
480180016H-8,8,Passage du Centre,48000,Barjac,C+O,44.504253,3.41132,48,Cadastre GSM
480180020M-1,1,Rue de l'Église,48000,Barjac,C+O,44.503754,3.410892,48,Cadastre GSM
480180020M-10,10,Rue de l'Église,48000,Barjac,C+O,44.504003,3.411863,48,Cadastre GSM
480180020M-12,12,Rue de l'Église,48000,Barjac,C+O,44.504319,3.411873,48,Cadastre GSM
480180020M-14,14,Rue de l'Église,48000,Barjac,C+O,44.504714,3.411911,48,Cadastre GSM
480180020M-2,2,Rue de l'Église,48000,Barjac,C+O,44.503403,3.411293,48,Cadastre GSM
480180020M-3,3,Rue de l'Église,48000,Barjac,C+O,44.503893,3.411167,48,Cadastre GSM
480180020M-4,4,Rue de l'Église,48000,Barjac,C+O,44.503385,3.412002,48,Cadastre GSM
480180020M-6,6,Rue de l'Église,48000,Barjac,C+O,44.503663,3.41174,48,Cadastre GSM
480180020M-7,7,Rue de l'Église,48000,Barjac,C+O,44.504173,3.411726,48,Cadastre GSM
480180020M-8,8,Rue de l'Église,48000,Barjac,C+O,44.503648,3.412443,48,Cadastre GSM
480180020M-9,9,Rue de l'Église,48000,Barjac,C+O,44.504603,3.41162,48,Cadastre GSM
480180029X-1,1,Passage du 19 Mars 1962,48000,Barjac,C+O,44.504397,3.410732,48,Cadastre GSM
480180032A-10,10,Rue de l'École,48000,Barjac,C+O,44.503277,3.410685,48,Cadastre GSM
480180032A-12,12,Rue de l'École,48000,Barjac,C+O,44.503484,3.410707,48,Cadastre GSM
480180032A-14,14,Rue de l'École,48000,Barjac,C+O,44.503883,3.410576,48,Cadastre GSM
480180032A-16,16,Rue de l'École,48000,Barjac,C+O,44.503999,3.410541,48,Cadastre GSM
480180032A-18,18,Rue de l'École,48000,Barjac,C+O,44.504246,3.410486,48,Cadastre GSM
480180032A-4,4,Rue de l'École,48000,Barjac,C+O,44.502798,3.410662,48,Cadastre GSM
480180032A-5,5,Rue de l'École,48000,Barjac,C+O,44.503985,3.410186,48,Cadastre GSM
480180032A-6,6,Rue de l'École,48000,Barjac,C+O,44.502917,3.410667,48,Cadastre GSM
480180032A-7,7,Rue de l'École,48000,Barjac,C+O,44.50412,3.410363,48,Cadastre GSM
480180032A-8,8,Rue de l'École,48000,Barjac,C+O,44.503168,3.410676,48,Cadastre GSM
480180033B-1,1,Impasse du Facteur,48000,Barjac,C+O,44.504972,3.409486,48,Cadastre GSM
480180035D-1,1,Rue des Esclops,48000,Barjac,C+O,44.504926,3.410686,48,Cadastre GSM
480180035D-2,2,Rue des Esclops,48000,Barjac,C+O,44.504739,3.4108,48,Cadastre GSM
480180035D-3,3,Rue des Esclops,48000,Barjac,C+O,44.504854,3.410759,48,Cadastre GSM
480180035D-4,4,Rue des Esclops,48000,Barjac,C+O,44.504601,3.410993,48,Cadastre GSM
480180035D-6,6,Rue des Esclops,48000,Barjac,C+O,44.504195,3.411538,48,Cadastre GSM
480180037F-10,10,Rue de la Grave,48000,Barjac,C+O,44.50141,3.409069,48,Cadastre GSM
480180037F-11,11,Rue de la Grave,48000,Barjac,C+O,44.501345,3.408794,48,Cadastre GSM
480180037F-12,12,Rue de la Grave,48000,Barjac,C+O,44.501768,3.409679,48,Cadastre GSM
480180037F-13,13,Rue de la Grave,48000,Barjac,C+O,44.501554,3.408763,48,Cadastre GSM
480180037F-3,3,Rue de la Grave,48000,Barjac,C+O,44.501181,3.409949,48,Cadastre GSM
480180037F-8,8,Rue de la Grave,48000,Barjac,C+O,44.501332,3.409581,48,Cadastre GSM
480180037F-9,9,Rue de la Grave,48000,Barjac,C+O,44.501288,3.409072,48,Cadastre GSM
480180039H-1,1,Rue de la Ginèze,48000,Barjac,C+O,44.503984,3.409717,48,Cadastre GSM
480180039H-10,10,Rue de la Ginèze,48000,Barjac,C+O,44.504354,3.410338,48,Cadastre GSM
480180039H-11,11,Rue de la Ginèze,48000,Barjac,C+O,44.504808,3.410476,48,Cadastre GSM
480180039H-12,12,Rue de la Ginèze,48000,Barjac,C+O,44.504361,3.410468,48,Cadastre GSM
480180039H-13,13,Rue de la Ginèze,48000,Barjac,C+O,44.50487,3.410512,48,Cadastre GSM
480180039H-14,14,Rue de la Ginèze,48000,Barjac,C+O,44.50443,3.410396,48,Cadastre GSM
480180039H-15,15,Rue de la Ginèze,48000,Barjac,C+O,44.504944,3.410495,48,Cadastre GSM
480180039H-16,16,Rue de la Ginèze,48000,Barjac,C+O,44.504482,3.410421,48,Cadastre GSM
480180039H-17,17,Rue de la Ginèze,48000,Barjac,C+O,44.505063,3.410521,48,Cadastre GSM
480180039H-18,18,Rue de la Ginèze,48000,Barjac,C+O,44.504802,3.410626,48,Cadastre GSM
480180039H-19,19,Rue de la Ginèze,48000,Barjac,C+O,44.505543,3.410385,48,Cadastre GSM
480180039H-2,2,Rue de la Ginèze,48000,Barjac,C+O,44.503422,3.40997,48,Cadastre GSM
480180039H-20,20,Rue de la Ginèze,48000,Barjac,C+O,44.505007,3.410686,48,Cadastre GSM
480180039H-21,21,Rue de la Ginèze,48000,Barjac,C+O,44.508032,3.412768,48,Cadastre GSM
480180039H-22,22,Rue de la Ginèze,48000,Barjac,C+O,44.50577,3.410764,48,Cadastre GSM
480180039H-24,24,Rue de la Ginèze,48000,Barjac,C+O,44.506328,3.411457,48,Cadastre GSM
480180039H-26,26,Rue de la Ginèze,48000,Barjac,C+O,44.506503,3.411843,48,Cadastre GSM
480180039H-27,27,Rue de la Ginèze,48000,Barjac,C+O,44.508828,3.413506,48,Cadastre GSM
480180039H-28,28,Rue de la Ginèze,48000,Barjac,C+O,44.507768,3.413051,48,Cadastre GSM
480180039H-3,3,Rue de la Ginèze,48000,Barjac,C+O,44.504082,3.409755,48,Cadastre GSM
480180039H-4,4,Rue de la Ginèze,48000,Barjac,C+O,44.503763,3.410038,48,Cadastre GSM
480180039H-5,5,Rue de la Ginèze,48000,Barjac,C+O,44.504299,3.409952,48,Cadastre GSM
480180039H-6,6,Rue de la Ginèze,48000,Barjac,C+O,44.504056,3.409885,48,Cadastre GSM
480180039H-7,7,Rue de la Ginèze,48000,Barjac,C+O,44.504466,3.410193,48,Cadastre GSM
480180039H-8,8,Rue de la Ginèze,48000,Barjac,C+O,44.50433,3.410178,48,Cadastre GSM
480180039H-9,9,Rue de la Ginèze,48000,Barjac,C+O,44.504766,3.410324,48,Cadastre GSM
480180043M-1,1,Place de la Mairie,48000,Barjac,C+O,44.503104,3.411356,48,Cadastre GSM
480180043M-2,2,Place de la Mairie,48000,Barjac,C+O,44.503375,3.411064,48,Cadastre GSM
480180043M-4,4,Place de la Mairie,48000,Barjac,C+O,44.503326,3.410999,48,Cadastre GSM
480180043M-6,6,Place de la Mairie,48000,Barjac,C+O,44.503232,3.410991,48,Cadastre GSM
480180043M-8,8,Place de la Mairie,48000,Barjac,C+O,44.503145,3.411212,48,Cadastre GSM
480180044N-1,1,Impasse du Moulin,48000,Barjac,C+O,44.50682,3.410957,48,Cadastre GSM
480180044N-2,2,Impasse du Moulin,48000,Barjac,C+O,44.506917,3.411319,48,Cadastre GSM
480180046R-10,10,Avenue de la Résistance,48000,Barjac,C+O,44.50144,3.410615,48,Cadastre GSM
480180046R-11,11,Avenue de la Résistance,48000,Barjac,C+O,44.500688,3.410644,48,Cadastre GSM
480180046R-12,12,Avenue de la Résistance,48000,Barjac,C+O,44.501566,3.410606,48,Cadastre GSM
480180046R-13,13,Avenue de la Résistance,48000,Barjac,C+O,44.500664,3.410507,48,Cadastre GSM
480180046R-14,14,Avenue de la Résistance,48000,Barjac,C+O,44.501742,3.410749,48,Cadastre GSM
480180046R-15,15,Avenue de la Résistance,48000,Barjac,C+O,44.500631,3.410375,48,Cadastre GSM
480180046R-16,16,Avenue de la Résistance,48000,Barjac,C+O,44.50187,3.410605,48,Cadastre GSM
480180046R-17,17,Avenue de la Résistance,48000,Barjac,C+O,44.500602,3.410253,48,Cadastre GSM
480180046R-18,18,Avenue de la Résistance,48000,Barjac,C+O,44.501949,3.410615,48,Cadastre GSM
480180046R-19,19,Avenue de la Résistance,48000,Barjac,C+O,44.50059,3.410131,48,Cadastre GSM
480180046R-2,2,Avenue de la Résistance,48000,Barjac,C+O,44.500244,3.411656,48,Cadastre GSM
480180046R-20,20,Avenue de la Résistance,48000,Barjac,C+O,44.502025,3.410623,48,Cadastre GSM
480180046R-21,21,Avenue de la Résistance,48000,Barjac,C+O,44.500552,3.409938,48,Cadastre GSM
480180046R-23,23,Avenue de la Résistance,48000,Barjac,C+O,44.500696,3.40987,48,Cadastre GSM
480180046R-24,24,Avenue de la Résistance,48000,Barjac,C+O,44.502148,3.410636,48,Cadastre GSM
480180046R-25,25,Avenue de la Résistance,48000,Barjac,C+O,44.500829,3.410171,48,Cadastre GSM
480180046R-26,26,Avenue de la Résistance,48000,Barjac,C+O,44.50225,3.410646,48,Cadastre GSM
480180046R-27,27,Avenue de la Résistance,48000,Barjac,C+O,44.500845,3.410653,48,Cadastre GSM
480180046R-28,28,Avenue de la Résistance,48000,Barjac,C+O,44.502312,3.410845,48,Cadastre GSM
480180046R-29,29,Avenue de la Résistance,48000,Barjac,C+O,44.501111,3.410523,48,Cadastre GSM
480180046R-30,30,Avenue de la Résistance,48000,Barjac,C+O,44.502386,3.410695,48,Cadastre GSM
480180046R-31,31,Avenue de la Résistance,48000,Barjac,C+O,44.501245,3.410492,48,Cadastre GSM
480180046R-32,32,Avenue de la Résistance,48000,Barjac,C+O,44.502491,3.410656,48,Cadastre GSM
480180046R-33,33,Avenue de la Résistance,48000,Barjac,C+O,44.501404,3.410393,48,Cadastre GSM
480180046R-34,34,Avenue de la Résistance,48000,Barjac,C+O,44.502562,3.41063,48,Cadastre GSM
480180046R-36,36,Avenue de la Résistance,48000,Barjac,C+O,44.502629,3.410624,48,Cadastre GSM
480180046R-38,38,Avenue de la Résistance,48000,Barjac,C+O,44.503155,3.409549,48,Cadastre GSM
480180046R-4,4,Avenue de la Résistance,48000,Barjac,C+O,44.500966,3.411593,48,Cadastre GSM
480180046R-40,40,Avenue de la Résistance,48000,Barjac,C+O,44.503229,3.409094,48,Cadastre GSM
480180046R-41,41,Avenue de la Résistance,48000,Barjac,C+O,44.502183,3.409929,48,Cadastre GSM
480180046R-42,42,Avenue de la Résistance,48000,Barjac,C+O,44.503279,3.408872,48,Cadastre GSM
480180046R-43,43,Avenue de la Résistance,48000,Barjac,C+O,44.502067,3.410035,48,Cadastre GSM
480180046R-44,44,Avenue de la Résistance,48000,Barjac,C+O,44.503384,3.408769,48,Cadastre GSM
480180046R-45,45,Avenue de la Résistance,48000,Barjac,C+O,44.502207,3.410483,48,Cadastre GSM
480180046R-46,46,Avenue de la Résistance,48000,Barjac,C+O,44.501925,3.407377,48,Cadastre GSM
480180046R-48,48,Avenue de la Résistance,48000,Barjac,C+O,44.501743,3.407538,48,Cadastre GSM
480180046R-5,5,Avenue de la Résistance,48000,Barjac,C+O,44.500216,3.410632,48,Cadastre GSM
480180046R-51,51,Avenue de la Résistance,48000,Barjac,C+O,44.502611,3.41013,48,Cadastre GSM
480180046R-53,53,Avenue de la Résistance,48000,Barjac,C+O,44.502873,3.409862,48,Cadastre GSM
480180046R-55,55,Avenue de la Résistance,48000,Barjac,C+O,44.502622,3.409812,48,Cadastre GSM
480180046R-57,57,Avenue de la Résistance,48000,Barjac,C+O,44.502733,3.409501,48,Cadastre GSM
480180046R-6,6,Avenue de la Résistance,48000,Barjac,C+O,44.501141,3.410682,48,Cadastre GSM
480180046R-61,61,Avenue de la Résistance,48000,Barjac,C+O,44.50221,3.40821,48,Cadastre GSM
480180046R-63,63,Avenue de la Résistance,48000,Barjac,C+O,44.501981,3.407998,48,Cadastre GSM
480180046R-65,65,Avenue de la Résistance,48000,Barjac,C+O,44.501567,3.407746,48,Cadastre GSM
480180046R-7,7,Avenue de la Résistance,48000,Barjac,C+O,44.500404,3.410752,48,Cadastre GSM
480180046R-8,8,Avenue de la Résistance,48000,Barjac,C+O,44.501341,3.410621,48,Cadastre GSM
480180047S-2,2,Chemin des Peupliers,48000,Barjac,C+O,44.500996,3.406875,48,Cadastre GSM
480180051W-2,2,Impasse du Nord,48000,Barjac,C+O,44.505886,3.411044,48,Cadastre GSM
480180051W-4,4,Impasse du Nord,48000,Barjac,C+O,44.506062,3.411239,48,Cadastre GSM
480180062H-10,10,Rue de Sabel,48000,Barjac,C+O,44.50674,3.413841,48,Cadastre GSM
480180062H-11,11,Rue de Sabel,48000,Barjac,C+O,44.506295,3.412934,48,Cadastre GSM
480180062H-12,12,Rue de Sabel,48000,Barjac,C+O,44.507013,3.413415,48,Cadastre GSM
480180062H-14,14,Rue de Sabel,48000,Barjac,C+O,44.506964,3.414112,48,Cadastre GSM
480180062H-15,15,Rue de Sabel,48000,Barjac,C+O,44.506526,3.412625,48,Cadastre GSM
480180062H-16,16,Rue de Sabel,48000,Barjac,C+O,44.507155,3.414115,48,Cadastre GSM
480180062H-17,17,Rue de Sabel,48000,Barjac,C+O,44.506633,3.412697,48,Cadastre GSM
480180062H-18,18,Rue de Sabel,48000,Barjac,C+O,44.507244,3.413667,48,Cadastre GSM
480180062H-19,19,Rue de Sabel,48000,Barjac,C+O,44.50666,3.413104,48,Cadastre GSM
480180062H-2,2,Rue de Sabel,48000,Barjac,C+O,44.505255,3.412733,48,Cadastre GSM
480180062H-21,21,Rue de Sabel,48000,Barjac,C+O,44.507082,3.413042,48,Cadastre GSM
480180062H-4,4,Rue de Sabel,48000,Barjac,C+O,44.505756,3.413001,48,Cadastre GSM
480180062H-5,5,Rue de Sabel,48000,Barjac,C+O,44.506051,3.412874,48,Cadastre GSM
480180062H-6,6,Rue de Sabel,48000,Barjac,C+O,44.506297,3.413206,48,Cadastre GSM
480180062H-7,7,Rue de Sabel,48000,Barjac,C+O,44.506151,3.412399,48,Cadastre GSM
480180062H-8,8,Rue de Sabel,48000,Barjac,C+O,44.506483,3.41325,48,Cadastre GSM
480180062H-9,9,Rue de Sabel,48000,Barjac,C+O,44.506276,3.412477,48,Cadastre GSM
480180065L-1,1,Place Saint-Privat,48000,Barjac,C+O,44.505178,3.41144,48,Cadastre GSM
480180070S-1,1,Impasse Saint-Véran,48000,Barjac,C+O,44.503267,3.410882,48,Cadastre GSM
480180070S-5,5,Impasse Saint-Véran,48000,Barjac,C+O,44.503067,3.410936,48,Cadastre GSM
480180070S-7,7,Impasse Saint-Véran,48000,Barjac,C+O,44.502837,3.411482,48,Cadastre GSM
480180075X-1,1,Rue de Soubestragne,48000,Barjac,C+O,44.505543,3.413461,48,Cadastre GSM
480180075X-11,11,Rue de Soubestragne,48000,Barjac,C+O,44.505447,3.414409,48,Cadastre GSM
480180075X-13,13,Rue de Soubestragne,48000,Barjac,C+O,44.50644,3.415117,48,Cadastre GSM
480180075X-2,2,Rue de Soubestragne,48000,Barjac,C+O,44.505363,3.413347,48,Cadastre GSM
480180075X-3,3,Rue de Soubestragne,48000,Barjac,C+O,44.505887,3.413564,48,Cadastre GSM
480180075X-4,4,Rue de Soubestragne,48000,Barjac,C+O,44.504185,3.41401,48,Cadastre GSM
480180075X-5,5,Rue de Soubestragne,48000,Barjac,C+O,44.505948,3.413878,48,Cadastre GSM
480180075X-6,6,Rue de Soubestragne,48000,Barjac,C+O,44.503977,3.413735,48,Cadastre GSM
480180075X-7,7,Rue de Soubestragne,48000,Barjac,C+O,44.505516,3.4138,48,Cadastre GSM
480180075X-8,8,Rue de Soubestragne,48000,Barjac,C+O,44.503822,3.413743,48,Cadastre GSM
480180075X-9,9,Rue de Soubestragne,48000,Barjac,C+O,44.505204,3.413749,48,Cadastre GSM
48018B021V-1,1,Baraque de Recurat,48000,Barjac,CAD,44.523487,3.422497,48,Cadastre
48018B021V-2,2,Baraque de Recurat,48000,Barjac,CAD,44.523634,3.422609,48,Cadastre
48018B033H-1,1,La Belugue,48000,Barjac,CAD,44.500371,3.398962,48,Cadastre
48018B335L-1,1,la Grange,48000,Barjac,CAD,44.51598,3.403916,48,Cadastre
48018B757V-1,1,Lieu Dit le Viala Haut,48000,Barjac,CAD,44.554902,3.423135,48,Cadastre
48018B757V-10,10,Lieu Dit le Viala Haut,48000,Barjac,CAD,44.555568,3.423877,48,Cadastre
48018B757V-11,11,Lieu Dit le Viala Haut,48000,Barjac,CAD,44.555681,3.424113,48,Cadastre
48018B757V-12,12,Lieu Dit le Viala Haut,48000,Barjac,CAD,44.555829,3.42429,48,Cadastre
48018B757V-13,13,Lieu Dit le Viala Haut,48000,Barjac,CAD,44.555819,3.423753,48,Cadastre
48018B757V-14,14,Lieu Dit le Viala Haut,48000,Barjac,CAD,44.556447,3.426203,48,Cadastre
48018B757V-4,4,Lieu Dit le Viala Haut,48000,Barjac,CAD,44.555636,3.424393,48,Cadastre
48018B757V-5,5,Lieu Dit le Viala Haut,48000,Barjac,CAD,44.555516,3.424461,48,Cadastre
48018B757V-6,6,Lieu Dit le Viala Haut,48000,Barjac,CAD,44.555518,3.424579,48,Cadastre
48018B757V-7,7,Lieu Dit le Viala Haut,48000,Barjac,CAD,44.555184,3.424553,48,Cadastre
48018B759X-10,10,Lieu Dit le Viala Bas,48000,Barjac,CAD,44.548325,3.419267,48,Cadastre
48018B759X-11,11,Lieu Dit le Viala Bas,48000,Barjac,CAD,44.548193,3.419127,48,Cadastre
48018B759X-15,15,Lieu Dit le Viala Bas,48000,Barjac,CAD,44.547816,3.419526,48,Cadastre
48018B759X-21,21,Lieu Dit le Viala Bas,48000,Barjac,CAD,44.548977,3.419555,48,Cadastre
48018B759X-24,24,Lieu Dit le Viala Bas,48000,Barjac,CAD,44.549439,3.419301,48,Cadastre
48018B759X-25,25,Lieu Dit le Viala Bas,48000,Barjac,CAD,44.549496,3.41966,48,Cadastre
48018B759X-26,26,Lieu Dit le Viala Bas,48000,Barjac,CAD,44.549817,3.419248,48,Cadastre
48018B759X-3,3,Lieu Dit le Viala Bas,48000,Barjac,CAD,44.545867,3.41977,48,Cadastre
48018B759X-30,30,Lieu Dit le Viala Bas,48000,Barjac,CAD,44.549168,3.419095,48,Cadastre
48018B759X-32,32,Lieu Dit le Viala Bas,48000,Barjac,CAD,44.549416,3.418733,48,Cadastre
48018B759X-33,33,Lieu Dit le Viala Bas,48000,Barjac,CAD,44.549571,3.418689,48,Cadastre
48018B759X-34,34,Lieu Dit le Viala Bas,48000,Barjac,CAD,44.549612,3.418764,48,Cadastre
48018B759X-35,35,Lieu Dit le Viala Bas,48000,Barjac,CAD,44.549608,3.418573,48,Cadastre
48018B759X-36,36,Lieu Dit le Viala Bas,48000,Barjac,CAD,44.549808,3.418638,48,Cadastre
48018B759X-37,37,Lieu Dit le Viala Bas,48000,Barjac,CAD,44.549939,3.418612,48,Cadastre
48018B759X-38,38,Lieu Dit le Viala Bas,48000,Barjac,CAD,44.549983,3.41842,48,Cadastre
48018B759X-39,39,Lieu Dit le Viala Bas,48000,Barjac,CAD,44.550138,3.418723,48,Cadastre
48018B759X-4,4,Lieu Dit le Viala Bas,48000,Barjac,CAD,44.54611,3.419803,48,Cadastre
48018B759X-40,40,Lieu Dit le Viala Bas,48000,Barjac,CAD,44.550055,3.417666,48,Cadastre
48018B759X-6,6,Lieu Dit le Viala Bas,48000,Barjac,CAD,44.546789,3.419463,48,Cadastre
48018B759X-7,7,Lieu Dit le Viala Bas,48000,Barjac,CAD,44.546727,3.419088,48,Cadastre
48018B762A-1,1,La Vigne,48000,Barjac,CAD,44.496643,3.4125,48,Cadastre
48018B762A-10,10,La Vigne,48000,Barjac,CAD,44.495782,3.412096,48,Cadastre
48018B762A-11,11,La Vigne,48000,Barjac,CAD,44.495502,3.412005,48,Cadastre
48018B762A-12,12,La Vigne,48000,Barjac,CAD,44.495332,3.411972,48,Cadastre
48018B762A-13,13,La Vigne,48000,Barjac,CAD,44.494913,3.411749,48,Cadastre
48018B762A-14,14,La Vigne,48000,Barjac,CAD,44.494596,3.411899,48,Cadastre
48018B762A-15,15,La Vigne,48000,Barjac,CAD,44.49481,3.411966,48,Cadastre
48018B762A-16,16,La Vigne,48000,Barjac,CAD,44.49491,3.412064,48,Cadastre
48018B762A-17,17,La Vigne,48000,Barjac,CAD,44.495244,3.412436,48,Cadastre
48018B762A-18,18,La Vigne,48000,Barjac,CAD,44.495351,3.41267,48,Cadastre
48018B762A-19,19,La Vigne,48000,Barjac,CAD,44.495438,3.412279,48,Cadastre
48018B762A-2,2,La Vigne,48000,Barjac,CAD,44.496653,3.412275,48,Cadastre
48018B762A-20,20,La Vigne,48000,Barjac,CAD,44.495468,3.412798,48,Cadastre
48018B762A-21,21,La Vigne,48000,Barjac,CAD,44.495864,3.412445,48,Cadastre
48018B762A-22,22,La Vigne,48000,Barjac,CAD,44.495616,3.412873,48,Cadastre
48018B762A-23,23,La Vigne,48000,Barjac,CAD,44.495577,3.413285,48,Cadastre
48018B762A-3,3,La Vigne,48000,Barjac,CAD,44.496408,3.412653,48,Cadastre
48018B762A-30,30,La Vigne,48000,Barjac,CAD,44.496942,3.412643,48,Cadastre
48018B762A-40,40,La Vigne,48000,Barjac,CAD,44.496946,3.411146,48,Cadastre
48018B762A-5,5,La Vigne,48000,Barjac,CAD,44.496547,3.412745,48,Cadastre
48018B762A-50,50,La Vigne,48000,Barjac,CAD,44.498779,3.411887,48,Cadastre
48018B762A-6,6,La Vigne,48000,Barjac,CAD,44.496541,3.412874,48,Cadastre
48018B762A-7,7,La Vigne,48000,Barjac,CAD,44.496321,3.413078,48,Cadastre
48018B762A-8,8,La Vigne,48000,Barjac,CAD,44.495986,3.413155,48,Cadastre
48018B792H-1,1,Les Cayres,48000,Barjac,CAD,44.510354,3.414427,48,Cadastre
48018B792H-10,10,Les Cayres,48000,Barjac,CAD,44.510738,3.414432,48,Cadastre
48018B792H-11,11,Les Cayres,48000,Barjac,CAD,44.511058,3.414187,48,Cadastre
48018B792H-13,13,Les Cayres,48000,Barjac,CAD,44.511326,3.41395,48,Cadastre
48018B792H-14,14,Les Cayres,48000,Barjac,CAD,44.511362,3.413529,48,Cadastre
48018B792H-15,15,Les Cayres,48000,Barjac,CAD,44.512184,3.414846,48,Cadastre
48018B792H-2,2,Les Cayres,48000,Barjac,CAD,44.510161,3.414662,48,Cadastre
48018B792H-3,3,Les Cayres,48000,Barjac,CAD,44.510375,3.415184,48,Cadastre
48018B792H-4,4,Les Cayres,48000,Barjac,CAD,44.510961,3.414954,48,Cadastre
48018b0bbb-1,1,Lieu Dit la Gare,48000,Barjac,CAD,44.499612,3.410804,48,Cadastre
48018b0bbb-2,2,Lieu Dit la Gare,48000,Barjac,CAD,44.49958,3.410823,48,Cadastre
48018b1bbb-1,1,Lieu Dit le Recurat,48000,Barjac,CAD,44.525835,3.42649,48,Cadastre
